Product_Package,SKU,Images,Name,Original_Price,Discount_Price,Category,Gender,Shirt,Shirt_Color,Shirt_Fabric,Trouser,Trouser_Color,Trouser_Fabric,Dupatta,Dupatta_Color,Dupatta_Fabric,Linning,Linning_Color,Lining_Fabric,Item_Type,Item_Color,Item_Fabric,Item_Material,Item_Size,Bag_Capacity,Perfume_Notes,Watch_Movement,Description
3 Piece,KSY-U2668,https://res.cloudinary.com/dzo11laml/image/upload/v1751975966/White_Organza_3_piece_ptxeej.png,White Organza Tunic,7408,5800.0,Shirts,Female,Yes,White,Organza,Yes,White,Organza,Yes,White,Organza,,,,"Dupatta, Shirt, Trouser",,,Organza,,,,,Elegant White Organza Shirt design for casual and formal wear.
3 Piece,KSY-U6946,https://res.cloudinary.com/dzo11laml/image/upload/v1751975844/Green_Cotton_3_piece_auf1bg.png,Green Cotton 3 piece,19693,13300.0,Unstitched,Female,Yes,Green,Cotton,Yes,Green,Cotton-Silk,Yes,Off-White,Organza,,,,"Dupatta, Shirt, Trouser",,,"Cotton, Cotton-Silk, Organza",,,,,Luxurious Green Cotton Kurta material for a sophisticated look.
1 Piece,KSY-M3828,https://res.cloudinary.com/dzo11laml/image/upload/v1751975965/White_lawn_Shirt_kcik0g.png,White Lawn Shirt,7152,,Shirts,Female,Yes,White,Lawn,,,,,,,,,,Shirt,,,Lawn,,,,,"Lightweight and breathable White Lawn Shirt fabric, ideal for summer."
Pair,KSY-U5712,https://res.cloudinary.com/dzo11laml/image/upload/v1751975868/Men_Pink_Loafers_vdftz9.png,Male Pink Loafer,4689,,Boots,Male,,,,,,,,,,,,,Loafer,Pink,Canvas,Synthetic,9,,,,Versatile Loafer for both casual and semi-formal events.
,KSY-M2659,https://res.cloudinary.com/dzo11laml/image/upload/v1751975831/Female_colongue_sxd7bv.png,Female Eau de Parfum,11084,,Perfumes,Female,,,,,,,,,,,,,Eau de Parfum,Clear,,,,,"Top: Fresh, Green; Heart: Herbal, Mint; Base: Earthy, Vetiver",,A light and invigorating Eau de Parfum for everyday use.
Single,KSY-U2938,https://res.cloudinary.com/dzo11laml/image/upload/v1751975828/Female_blue_clutch_rnearf.png,Female Blue Clutch,15027,,Handbags,Female,,,,,,,,,,,,,Clutch,Blue,Nylon,Jute,,Small,,,"A spacious Clutch, ideal for daily essentials."
3 Piece,KSY-W7876,https://res.cloudinary.com/dzo11laml/image/upload/v1751975848/Green_Silk_3_piece_rmz93p.png,Green Silk Shirt,2236,,Lawn Suits,Female,Yes,Green,Silk,Yes,Black,Lawn,Yes,Cream,Organza,,,,"Dupatta, Shirt, Trouser",,,"Lawn, Organza, Silk",,,,,"Lightweight and breathable Green Silk Shirt fabric, ideal for summer."
2 Piece,KSY-M3769,https://res.cloudinary.com/dzo11laml/image/upload/v1751975844/Green_Blended_kurta_266_v30zpl.png,Green Wool Blend Kurta,2873,,Men's Shirts,Male,Yes,Green,Wool Blend,Yes,Green,WoolBlend,,,,,,,"Shirt, Trouser",,,"Wool Blend, WoolBlend",,,,,Tailored Green Wool Blend Kurta with a modern fit.
,KSY-W7092,https://res.cloudinary.com/dzo11laml/image/upload/v1751975824/Eau_De_Parfum_Unisex_oxmjiq.png,Cologne,15795,,Perfumes,Unisex,,,,,,,,,,,,,Cologne,Amber,,,,,"Top: Fresh, Green; Heart: Herbal, Mint; Base: Earthy, Vetiver",,A light and invigorating Cologne for everyday use.
2 Piece,KSY-U7402,https://res.cloudinary.com/dzo11laml/image/upload/v1751975853/Grey_wash_wear_pant_oxfjrd.png,Grey Wash & Wear Pants,17748,15900.0,Men's Trousers,Male,,,,Yes,Grey,Wash & Wear,,,,,,,Trouser,,,Wash & Wear,,,,,A classic Grey Wash & Wear Pants for a sharp professional look.
3 Piece,KSY-M3120,https://res.cloudinary.com/dzo11laml/image/upload/v1751975921/red_lawn_3_piece_ionney.png,Red Lawn Tunic,10282,,3 Piece Suits,Female,Yes,Red,Lawn,Yes,Red,Lawn,Yes,Red,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,Timeless Red Lawn Shirt style with modern embellishments.
1 Piece,KSY-M6236,https://res.cloudinary.com/dzo11laml/image/upload/v1751975683/Black_Khaddar_Shirt_270_tsupjx.png,Black Khaddar Shirt,8209,7300.0,Ready To Wear,Female,Yes,Black,Khaddar,,,,,,,,,,Shirt,,,Khaddar,,,,,Timeless Black Khaddar Shirt style with modern embellishments.
Pair,KSY-W6360,https://res.cloudinary.com/dzo11laml/image/upload/v1751975861/Male_White_Boots_ep6pup.png,Male White Boots,4810,,Boots,Male,,,,,,,,,,,,,Boots,White,Rubber,Synthetic,7,,,,Fashionable Boots design with excellent grip.
2 Piece,KSY-W5118,https://res.cloudinary.com/dzo11laml/image/upload/v1751975845/green_cotton_trousers_272_qxdkin.png,Green Cotton Trousers,6149,4700.0,Men's Trousers,Male,,,,Yes,Green,Cotton,,,,,,,Trouser,,,Cotton,,,,,Versatile Green Cotton Trousers for both casual and semi-formal events.
1 Piece,KSY-U6404,https://res.cloudinary.com/dzo11laml/image/upload/v1751975817/Burgundy_wool_Blend_Kurta_spexrn.png,Burgundy Wool Blend Kurta,11411,,Men's Shalwar Kameez,Male,Yes,Burgundy,Wool Blend,Yes,White,Wool Blend,,,,,,,"Shirt, Trouser",,,Wool Blend,,,,,"Premium quality Burgundy Wool Blend Kurta fabric, breathable and stylish."
1 Piece,KSY-M3038,https://res.cloudinary.com/dzo11laml/image/upload/v1751975923/Red_Organza_Maxi_ohwt9g.png,Red Organza Maxi,12570,,Maxi,Female,Yes,Red,Organza,,,,,,,,,,Shirt,,,Organza,,,,,Elegant Red Organza Tunic design for casual and formal wear.
Single,KSY-U6224,https://res.cloudinary.com/dzo11laml/image/upload/v1751975852/Grey_Tote_bag_v0bzzp.png,Female Grey Tote Bag,8963,,Wallets,Female,,,,,,,,,,,,,Tote Bag,Grey,Jute,Leather,,2 Liters,,,"Durable Tote Bag material, perfect for everyday use."
3 Piece,KSY-W3059,https://res.cloudinary.com/dzo11laml/image/upload/v1751975884/Orange_Lawn_3_piece_h08uak.png,Orange Lawn Kurta,16815,,3 Piece Suits,Female,Yes,Orange,Lawn,Yes,Orange,Lawn,Yes,Printed Orange,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,"Lightweight and breathable Orange Lawn Tunic fabric, ideal for summer."
3 Piece,KSY-M5035,https://res.cloudinary.com/dzo11laml/image/upload/v1751975723/Blue_Organza_3_piece_ffe2xq.png,Ice Blue Organza Tunic,14185,,3 Piece Suits,Female,Yes,Ice Blue,Organza,Yes,Ice Blue,Organza,Yes,Ice Blue,Organza,,,,"Dupatta, Shirt, Trouser",,,Organza,,,,,Luxurious Blue Organza Kurta material for a sophisticated look.
Single,KSY-U4802,https://res.cloudinary.com/dzo11laml/image/upload/v1751975826/Female_Black_clutch_fz2zye.png,Female Black Clutch,18560,15100.0,Bags,Female,,,,,,,,,,,,,Clutch,Black,Leather,Jute,,15 Liters,,,"A spacious Clutch, ideal for daily essentials."
1 Piece,KSY-U5749,https://res.cloudinary.com/dzo11laml/image/upload/v1751975874/Navy_Blue_Wash_Wear_Shirt_yq7v5q.png,Navy Blue Wash & Wear Shirt,2130,,Men's Shirts,Male,Yes,Navy Blue,Wash & Wear,,,,,,,,,,Shirt,,,Wash & Wear,,,,,A classic Navy Wash & Wear Shirt for a sharp professional look.
3 Piece,KSY-U9674,https://res.cloudinary.com/dzo11laml/image/upload/v1751975981/yellow_organza_shirt_zcau7t.png,Yellow Organza Shirt,3931,,Ready To Wear,Female,Yes,Yellow,Organza,Yes,Yellow,Organza,Yes,Yellow,Organza,,,,"Dupatta, Shirt, Trouser",,,Organza,,,,,Elegant Yellow Organza Kurta design for casual and formal wear.
2 Piece,KSY-M8069,https://res.cloudinary.com/dzo11laml/image/upload/v1751975864/Maroon_Cotton_2_piece_quvdi2.png,Maroon Cotton Kurta,9717,6700.0,2 Piece Suits,Female,Yes,Maroon,Cotton,Yes,Maroon,Cotton,,,,,,,"Shirt, Trouser",,,Cotton,,,,,"A vibrant Maroon Cotton Shirt with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W5889,https://res.cloudinary.com/dzo11laml/image/upload/v1751975973/yellow_chiffon_kurta_krykfr.png,Yellow Chiffon Kurta,7374,,Shirts,Female,Yes,Yellow,Chiffon,,,,,,,Yes,Off-White,Cotton,Shirt,,,Chiffon,,,,,Timeless Yellow Chiffon Kurta style with modern embellishments.
3 Piece,KSY-W9774,https://res.cloudinary.com/dzo11laml/image/upload/v1751975921/red_lawn_3_piece_ionney.png,Red Lawn Suit,9132,,Lawn Suits,Female,Yes,Red,Lawn,Yes,Red,Lawn,Yes,Red,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,Timeless Red Lawn Kurta style with modern embellishments.
Pair,KSY-M9129,https://res.cloudinary.com/dzo11laml/image/upload/v1751975856/Male_Black_Snickers_svaxiq.png,Male Black Sneaker,17144,,Boots,Male,,,,,,,,,,,,,Sneaker,Black,Synthetic,Rubber,9,,,,Durable Sneaker material for long-lasting comfort.
2 Piece,KSY-U9767,https://res.cloudinary.com/dzo11laml/image/upload/v1751975884/Orange_organza_2_piece_wd16zu.png,Orange Organza Tunic,8089,,Unstitched,Female,Yes,Orange,Organza,Yes,Orange,Khaddar,,,,,,,"Shirt, Trouser",,,"Khaddar, Organza",,,,,"A vibrant Orange Organza Shirt with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-U5379,https://res.cloudinary.com/dzo11laml/image/upload/v1751975815/Burgundy_cotton_Shirt_tsocr6.png,Burgundy Cotton Shirt,6626,,Men's Shalwar Kameez,Male,Yes,Burgundy,Cotton,Yes,Sky Blue,Wash & Wear,,,,,,,"Shirt, Trouser",,,"Cotton, Wash & Wear",,,,,Tailored Burgundy Cotton Shirt with a modern fit.
2 Piece,KSY-M1127,https://res.cloudinary.com/dzo11laml/image/upload/v1751975685/Black_Organza_2_piece_vi7urd.png,Black Organza Kurta,10771,,Ready To Wear,Female,Yes,Black,Organza,Yes,Black,Lawn,,,,Yes,White,Silk,"Shirt, Trouser",,,"Lawn, Organza",,,,,Elegant Black Organza Shirt design for casual and formal wear.
,KSY-W9794,https://res.cloudinary.com/dzo11laml/image/upload/v1751975690/Black_watch_foulmr.png,Male Black Analog Watch,6265,4500.0,Watches,Unisex,,,,,,,,,,,,,Analog Watch,Black,Metal,Ceramic,One Size,,,Automatic,"Elegant Analog Watch, perfect for formal occasions."
3 Piece,KSY-W5812,https://res.cloudinary.com/dzo11laml/image/upload/v1751975614/3_piece_red_slub_khaddar_c0ea7m.png,Red Slub Khaddar Shirt,17578,12100.0,3 Piece Suits,Female,Yes,Red,Slub Khaddar,Yes,Red,Slub Khaddar,Yes,Off-White,Khaddar,,,,"Dupatta, Shirt, Trouser",,,"Khaddar, Slub Khaddar",,,,,Elegant Red Khaddar Tunic design for casual and formal wear.
1 Piece,KSY-M4178,https://res.cloudinary.com/dzo11laml/image/upload/v1751975855/male_Black_denim_Jeans_Pant_j2dsn3.png,Black Denim Pants,16479,,Men's Trousers,Male,,,,Yes,Black,Denim,,,,,,,Trouser,,,Denim,,,,,Tailored Black Denim Pants with a modern fit.
Pair,KSY-W7492,https://res.cloudinary.com/dzo11laml/image/upload/v1751975872/Navy_Blue_Moccain-Loafer_kafkde.png,Male Navy Moccain Loafers,19671,,Boots,Male,,,,,,,,,,,,,Moccain Loafers,Navy,Leather,Rubber,6,,,,"Elegant Pumps, perfect for special occasions."
1 Piece,KSY-U1572,https://res.cloudinary.com/dzo11laml/image/upload/v1751975952/Turquoise_Viscose_Kurta_wameap.png,Turquoise Viscose Kurta,11079,,Unstitched,Female,Yes,Turquoise,Viscose,,,,,,,,,,Shirt,,,Viscose,,,,,"A vibrant Turquoise Viscose Kurta with intricate embroidery, perfect for festive occasions."
1 Piece,KSY-W9767,https://res.cloudinary.com/dzo11laml/image/upload/v1751975625/Arcadia_Green_Silk_Shirt_murl7y.png,Arcadia Green Silk Shirt,9227,,Ready To Wear,Female,Yes,Arcadia Green,Silk,,,,,,,Yes,Green,Cotton,Shirt,,,Silk,,,,,"A vibrant Green Silk Kurta with intricate embroidery, perfect for festive occasions."
2 Piece,KSY-M1574,https://res.cloudinary.com/dzo11laml/image/upload/v1751975862/Maroon_2_piece_lawn_dnlhod.png,Maroon Lawn 2 Piece,14941,10700.0,2 Piece ,Female,Yes,Maroon,Lawn,Yes,Maroon,Lawn,,,,,,,"Shirt, Trouser",,,Lawn,,,,,"Lightweight and breathable Maroon Lawn Tunic fabric, ideal for summer."
2 Piece,KSY-U1438,https://res.cloudinary.com/dzo11laml/image/upload/v1751975942/Turquoise_Cotton_Shirt_ylygoa.png,Turquoise Cotton Shirt,4935,,2 Piece Suits,Female,Yes,Turquoise,Cotton,Yes,White,Cotton,,,,,,,"Shirt, Trouser",,,Cotton,,,,,Luxurious Turquoise Cotton Shirt material for a sophisticated look.
,KSY-U7874,https://res.cloudinary.com/dzo11laml/image/upload/v1751975926/Rose_Gold_Earings_297_rr12tf.png,Rose Gold Earrings,19760,16800.0,Accessories,Female,,,,,,,,,,,,,Earrings,Rose Gold,,Stainless Steel,,,,,A delicate Earrings that adds a touch of elegance.
2 Piece,KSY-M1505,https://res.cloudinary.com/dzo11laml/image/upload/v1751975974/Yellow_cotton_2_piece_298_vmvrtd.png,Yellow Cotton Kurta,15488,,Shirts,Female,Yes,Yellow,Cotton,Yes,White,Cotton,,,,,,,"Shirt, Trouser",,,Cotton,,,,,Luxurious Yellow Cotton Kurta material for a sophisticated look.
1 Piece,KSY-U2030,https://res.cloudinary.com/dzo11laml/image/upload/v1751975813/Brown_Wool_Blend_Kurta_zb3nvf.png,Brown Wool Blend Kurta,14639,,Men's Shalwar Kameez,Male,Yes,Brown,Wool Blend,Yes,White,Cotton,,,,,,,"Shirt, Trouser",,,"Cotton, Wool Blend",,,,,A classic Brown Wool Blend Kurta for a sharp professional look.
2 Piece,KSY-W3847,https://res.cloudinary.com/dzo11laml/image/upload/v1751975814/Burgundy_Blended_Kurta_oa70ui.png,Burgundy Blended Kurta,7623,,Men's Shalwar Kameez,Male,Yes,Burgundy,Blended,Yes,White,Linen,,,,,,,"Shirt, Trouser",,,"Blended, Linen",,,,,A classic Burgundy Blended Kurta for a sharp professional look.
3 Piece,KSY-M4783,https://res.cloudinary.com/dzo11laml/image/upload/v1751975901/Pink_Organza_Shirt_xopryd.png,Pink Organza Shirt,5253,,2 Piece Suits,Female,Yes,Pink,Organza,,,,,,,,,,Shirt,,,Organza,,,,,Timeless Pink Organza Tunic style with modern embellishments.
1 Piece,KSY-W7579,https://res.cloudinary.com/dzo11laml/image/upload/v1751975810/Brown_linen_pants_ifhe0c.png,Brown Linen Pants,17579,12700.0,Men's Trousers,Male,,,,Yes,Brown,Linen,,,,,,,Trouser,,,Linen,,,,,Versatile Brown Linen Pants for both casual and semi-formal events.
2 Piece,KSY-W5332,https://res.cloudinary.com/dzo11laml/image/upload/v1751975873/Navy_Blue_Wash_Wear_Shirt_303_itnzs5.png,Navy Wash & Wear Shirt,17331,,Men's Shirts,Male,Yes,Navy,Wash & Wear,,,,,,,,,,Shirt,,,Wash & Wear,,,,,Versatile Navy Wash & Wear Shirt for both casual and semi-formal events.
2 Piece,KSY-W5000,https://res.cloudinary.com/dzo11laml/image/upload/v1751975825/Embroidered_white_viscose_las8iz.png,Embroidered White Viscose,3791,3000.0,2 Piece,Female,Yes,White,Viscose,,,,,,,,,,Shirt,,,Viscose,,,,,Timeless White Viscose Shirt style with modern embellishments.
Pair,KSY-W7428,https://res.cloudinary.com/dzo11laml/image/upload/v1751975921/Red_Male_Sandal_g2u6ys.png,Male Red Sandals,9495,,Sandals,Male,,,,,,,,,,,,,Sandals,Red,Synthetic,Suede,6,,,,Durable Sandals material for long-lasting comfort.
1 Piece,KSY-U9652,https://res.cloudinary.com/dzo11laml/image/upload/v1751975983/Yellow-Blue_khaddar_2_piece_h8dk2c.png,Yellow Blue Khaddar Shirt,9182,,Unstitched,Female,Yes,Yellow Blue,Khaddar,,,,,,,,,,Shirt,,,Khaddar,,,,,"Lightweight and breathable Blue Khaddar Shirt fabric, ideal for summer."
,KSY-M9453,https://res.cloudinary.com/dzo11laml/image/upload/v1751975931/Silver_Ring_set_hfxmfk.png,Silver Ring Set,16541,,Accessories,Female,,,,,,,,,,,,,Ring Set,Silver,,Stainless Steel,,,,,A delicate Ring Set that adds a touch of elegance.
Pair,KSY-M3063,https://res.cloudinary.com/dzo11laml/image/upload/v1751975840/Female_White_Loafers_hb413y.png,Female White Loafer,14520,,Sandals,Female,,,,,,,,,,,,,Loafer,White,Canvas,Leather,11,,,,Fashionable Loafer design with excellent grip.
2 Piece,KSY-M5433,https://res.cloudinary.com/dzo11laml/image/upload/v1751975627/Black_chiffon_2_piece_nqy9ox.png,Black Chiffon 2 piece,19962,,Ready To Wear,Female,Yes,Black,Chiffon,Yes,Black,Chiffon,,,,,,,"Shirt, Trouser",,,Chiffon,,,,,Timeless Black Chiffon Kurta style with modern embellishments.
3 Piece,KSY-U8627,https://res.cloudinary.com/dzo11laml/image/upload/v1751975724/Blue_Organza_Shirt_myaltj.png,Blue Organza Tunic,2752,,Shirts,Female,Yes,Blue,Organza,Yes,Pink,Khaddar,Yes,Turquoise,Viscose,,,,"Dupatta, Shirt, Trouser",,,"Khaddar, Organza, Viscose",,,,,Timeless Blue Organza Shirt style with modern embellishments.
3 Piece,KSY-M4894,https://res.cloudinary.com/dzo11laml/image/upload/v1751975945/Turquoise_khaddar_3_piece_lvu946.png,Turquoise Khaddar Kurta,5250,,3 Piece Suits,Female,Yes,Turquoise,Khaddar,Yes,Turquoise,Khaddar,Yes,Turquoise,Khaddar,,,,"Dupatta, Shirt, Trouser",,,Khaddar,,,,,Luxurious Turquoise Khaddar Kurta material for a sophisticated look.
1 Piece,KSY-U5072,https://res.cloudinary.com/dzo11laml/image/upload/v1751975865/Maroon_Lawn_3_piece_312_nhep1t.png,Maroon Lawn Tunic,2705,2100.0,Shirts,Female,Yes,Maroon,Lawn,Yes,Maroon,Lawn,Yes,Maroon,Lawn,,,,"Dupatta, Shirt, Trouser",,,Lawn,,,,,Timeless Maroon Lawn Tunic style with modern embellishments.
1 Piece,KSY-M4797,https://res.cloudinary.com/dzo11laml/image/upload/v1751975863/Maroon_Chiffon_frock_qfuabl.png,Maroon Chiffon Frock,4681,,Frock,Female,Yes,Maroon,Chiffon,,,,,,,,,,Shirt,,,Chiffon,,,,,Luxurious Maroon Chiffon Frock for a sophisticated look.
3 Piece,KSY-M6149,https://res.cloudinary.com/dzo11laml/image/upload/v1751975959/white_3_piece_chiffon_zbidte.png,White Chiffon Shirt,11554,13300.0,Unstitched,Female,Yes,White,Chiffon,Yes,White,Viscose,Yes,White,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Viscose",,,,,Timeless White Chiffon Kurta style with modern embellishments.
2 Piece,KSY-U4004,https://res.cloudinary.com/dzo11laml/image/upload/v1751975950/Turquoise_Silk_2_piece_k1cfmt.png,Turquoise Silk Shirt,6677,5400.0,Ready To Wear,Female,Yes,Turquoise,Silk,Yes,Turquoise,Silk,,,,,,,"Shirt, Trouser",,,Silk,,,,,Timeless Turquoise Silk Tunic style with modern embellishments.
2 Piece,KSY-M6310,https://res.cloudinary.com/dzo11laml/image/upload/v1751975815/Burgundy_linen_kurta_wi8hhr.png,Brown Linen Kurta,8185,,Men's Shalwar Kameez,Male,Yes,Brown,Linen,Yes,Brown,Linen,,,,,,,"Shirt, Trouser",,,Linen,,,,,"Comfortable Brown Linen Kurta, ideal for everyday wear."
1 Piece,KSY-W6951,https://res.cloudinary.com/dzo11laml/image/upload/v1751975893/Pearl_White_High_Waist_Pants_wbqbka.png,Pearl White High Waist Pants,13552,11500.0,Men's Trousers,Male,,,,Yes,White,Wash & Wear,,,,,,,Trouser,,,Wash & Wear,,,,,A classic White Wash & Wear Trousers for a sharp professional look.
,KSY-U6376,https://res.cloudinary.com/dzo11laml/image/upload/v1751975928/Savasci_Por_Humme_zwlcrf.png,Savasci Pour Humme,19772,,Perfumes,Male,,,,,,,,,,,,,Cologne,Clear,,,,,"Top: Fruity, Berry; Heart: Rose, Patchouli; Base: Sandalwood, Praline",,A refreshing Cologne for all-day freshness.
3 Piece,KSY-M6807,https://res.cloudinary.com/dzo11laml/image/upload/v1751975614/3_piece_turquoise_silk_alppxq.png,Turquoise Silk Kurta,18039,,Unstitched,Female,Yes,Turquoise,Silk,Yes,Yellow,Viscose,Yes,Purple,Silk,,,,"Dupatta, Shirt, Trouser",,,"Silk, Viscose",,,,,Timeless Turquoise Silk Shirt style with modern embellishments.
2 Piece,KSY-W6908,https://res.cloudinary.com/dzo11laml/image/upload/v1751975814/Burgundy_Cotton_Shirt_320_ztn2ww.png,Burgundy Cotton Shirt,2406,,Men's Shalwar Kameez,Male,Yes,Burgundy,Cotton,Yes,White,Linen,,,,,,,"Shirt, Trouser",,,"Cotton, Linen",,,,,"Comfortable Burgundy Cotton Shirt, ideal for everyday wear."
,KSY-U2806,https://res.cloudinary.com/dzo11laml/image/upload/v1751975957/Unisex_Gold_Digital_Watch_ov05ut.png,Unisex Gold Digital Watch,16806,13700.0,Watches,Unisex,,,,,,,,,,,,,Digital Watch,Gold,Leather,Ceramic,One Size,,,Manual Wind,"Elegant Digital Watch, perfect for formal occasions."
1 Piece,KSY-W7403,https://res.cloudinary.com/dzo11laml/image/upload/v1751975846/Green_Khaddar_Shirt_q7iink.png,Green Khaddar Shirt,12923,,Ready To Wear,Female,Yes,Green,Khaddar,,,,,,,,,,Shirt,,,Khaddar,,,,,Timeless Green Khaddar Shirt style with modern embellishments.
2 Piece,KSY-M1031,https://res.cloudinary.com/dzo11laml/image/upload/v1751975896/Pink_Khaddar_2_piece_323_mnpofy.png,Pink Khaddar Tunic,7530,,Unstitched,Female,Yes,Pink,Khaddar,Yes,Green,Cotton,,,,,,,"Shirt, Trouser",,,"Cotton, Khaddar",,,,,Elegant Pink Khaddar Tunic design for casual and formal wear.
1 Piece,KSY-U9314,https://res.cloudinary.com/dzo11laml/image/upload/v1751975895/Pink_cotton_Shirt_srepns.png,Pink Cotton Shirt,13384,,Shirts,Female,Yes,Pink,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,Timeless Pink Cotton Tunic style with modern embellishments.
,KSY-W7736,https://res.cloudinary.com/dzo11laml/image/upload/v1751975954/unisex_black_smartwatch_mgwtbv.png,Unisex Black Smartwatch,6855,,Watches,Unisex,,,,,,,,,,,,,Smartwatch,Black,Leather,Ceramic,One Size,,,Quartz,A classic Smartwatch with a timeless design.
3 Piece,KSY-M8990,https://res.cloudinary.com/dzo11laml/image/upload/v1751975920/Red_Irsh_Cotton_Shirt_vsk44k.png,Red Irish Cotton Shirt,11462,,Lawn Suits,Female,Yes,Red,Cotton,Yes,Maroon,Chiffon,Yes,Cream,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Cotton",,,,,"Lightweight and breathable Red Cotton Kurta fabric, ideal for summer."
2 Piece,KSY-U5229,https://res.cloudinary.com/dzo11laml/image/upload/v1751975606/2_piece_cotton-Jacquard_inakus.png,Pink Cotton Jacquard Shirt,11035,,2 piece,Female,Yes,Pink,Cotton Jacquard,Yes,Pink,Cotton Jacquard,,,,,,,"Shirt, Trouser",,,Cotton Jacquard,,,,,Luxurious Pink Cotton Kurta material for a sophisticated look.
2 Piece,KSY-W7621,https://res.cloudinary.com/dzo11laml/image/upload/v1751975608/2_piece_purple_panelled_viscose_eybxlx.png,Purple Panelled Viscose 2 piece,9479,,Ready To Wear,Female,Yes,Purple,Viscose,Yes,Purple,Viscose,,,,,,,"Shirt, Trouser",,,Viscose,,,,,Timeless Purple Viscose Kurta style with modern embellishments.
3 Piece,KSY-M6000,https://res.cloudinary.com/dzo11laml/image/upload/v1751975942/Turquoise_Cotton_3_piece_c17jrk.png,Turquoise Cotton Tunic,9205,7500.0,3 Piece Suits,Female,Yes,Turquoise,Cotton,Yes,Turquoise,Cotton ,Yes ,Turquoise,Chiffon,,,,"Dupatta, Shirt, Trouser",,,"Chiffon, Cotton",,,,,Elegant Turquoise Cotton Shirt design for casual and formal wear.
Single,KSY-W8075,https://res.cloudinary.com/dzo11laml/image/upload/v1752647182/Grey_tote_bag_iblcej.png,Grey Tote Bag,8287,6300.0,Handbags,Female,,,,,,,,,,,,,Tote Bag,Grey,Faux Leather,Metal,,15 Liters,,,"A spacious Tote Bag, ideal for daily essentials."
2 Piece,KSY-M7547,https://res.cloudinary.com/dzo11laml/image/upload/v1751975686/Black_silk_2_piece_331_er9das.png,Black Silk Kurta,12435,,Unstitched,Female,Yes,Black,Silk,Yes,Black,Silk,,,,Yes,White,Silk,"Shirt, Trouser",,,Silk,,,,,Luxurious Black Silk Tunic material for a sophisticated look.
1 Piece,KSY-M2100,https://res.cloudinary.com/dzo11laml/image/upload/v1751975628/Black_Denim_kurta_wryvkt.png,Black Denim Shirt,15656,12200.0,Men's Shalwar Kameez,Male,Yes,Black,Denim,Yes,Blue,Denim,,,,,,,"Shirt, Trouser",,,Denim,,,,,"Comfortable Black Denim Shirt, ideal for everyday wear."
Single,KSY-M2383,https://res.cloudinary.com/dzo11laml/image/upload/v1751975831/Female_Cream_Backpack_333_tm2js6.png,Female Cream Backpack,3512,,Bags,Female,,,,,,,,,,,,,Backpack,Cream,Nylon,Zipper,,15 Liters,,,Versatile Backpack with multiple compartments.
Single,KSY-W7014,https://res.cloudinary.com/dzo11laml/image/upload/v1751975838/Female_Red_Tote_bag_336_mjzgor.png,Female Red Tote Bag,13198,11400.0,Handbags,Female,,,,,,,,,,,,,Tote Bag,Red,Jute,Zipper,,2 Liters,,,"A spacious Tote Bag, ideal for daily essentials."
Single,KSY-M8573,https://res.cloudinary.com/dzo11laml/image/upload/v1751975957/Unisex_grey_totebag_es4uhy.png,Grey Tote Bag,3403,2800.0,Handbags,Unisex,,,,,,,,,,,,,Tote Bag,Grey,Leather,Zipper,,15 Liters,,,"A spacious Tote Bag, ideal for daily essentials."
Single,KSY-W5830,https://res.cloudinary.com/dzo11laml/image/upload/v1751975838/Female_Red_tote_bag_nvhqns.png,Female Red Tote Bag,11195,,Bags,Female,,,,,,,,,,,,,Tote Bag,Red,Canvas,Leather,,Small,,,"Durable Tote Bag material, perfect for everyday use."
1 Piece,KSY-W9009,https://res.cloudinary.com/dzo11laml/image/upload/v1751975983/Yellow_Viscose_shirt_jxykop.png,Yellow Viscose Tunic,3171,,Ready To Wear,Female,Yes,Yellow,Viscose,,,,,,,,,,Shirt,,,Viscose,,,,,Elegant Yellow Viscose Kurta design for casual and formal wear.
3 Piece,KSY-W7612,https://res.cloudinary.com/dzo11laml/image/upload/v1751975968/White_Viscose_3_piece_qpyzlf.png,White Viscose Shirt,10062,,3 Piece Suits,Female,Yes,White,Viscose,Yes,White,Viscose,Yes,White,Viscose,,,,"Dupatta, Shirt, Trouser",,,Viscose,,,,,"A vibrant White Viscose Kurta with intricate embroidery, perfect for festive occasions."
2 Piece,KSY-W6970,https://res.cloudinary.com/dzo11laml/image/upload/v1751975823/cream_viscose_2_piece_ib7d21.png,Cream Viscose Kurta,19812,,2 Piece ,Female,Yes,Cream,Viscose,Yes,Cream,Viscose,,,,,,,"Shirt, Trouser",,,Viscose,,,,,Luxurious Cream Viscose Kurta material for a sophisticated look.
1 Piece,KSY-U1148,https://res.cloudinary.com/dzo11laml/image/upload/v1751975851/Grey_cotton_shirt_wqw7ba.png,Grey Cotton Shirt,19343,,Men's Shirts,Male,Yes,Grey,Cotton,,,,,,,,,,Shirt,,,Cotton,,,,,"Comfortable Grey Cotton Shirt, ideal for everyday wear."
